title,url,has_fee
Heterogeneous treatment effects with subgroups via the overlap weights,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304890,FALSE
Generalizing health insurance plan effects on Medicaid spending with randomized and observational data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305044,FALSE
The Impact of Covariance Priors on Arm-based Bayesian Network Meta-Analyses with Binary Outcomes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305151,FALSE
A Tutorial on Applying Propensity Score Methods for Characterization of Treatment Effects on Patient Outcomes Using a Medical Claims Database,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306362,FALSE
Variable Selection in Causal Inference,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306566,FALSE
True Trend or Just Pretend?  Alternative loss functions to reduce overfitting in synthetic controls,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306920,FALSE
Hospital report cards: matched design versus machine learning,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307236,FALSE
A generalized interrupted time series model for assessing complex health care interventions,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307284,FALSE
Bias Correction of Bounded Location Error in Binary Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302898,FALSE
Marked Determinantal Point Processes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304266,FALSE
Meta-Analysis Accounting for Spatial and Temporal Studies: Bald and Golden Eagle Productivity,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304314,FALSE
Multi-scale Vecchia approximations of Gaussian processes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304315,FALSE
Yield forecasting based on short time series with high spatial resolution data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304609,FALSE
Statistical postprocessing for seasonal weather forecasts,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304718,FALSE
Reconstruction of Alnus viridis glacial refugia through data integration,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304845,FALSE
Characterization of spatial and temporal trends of extreme precipitation using functional principal component analysis,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304918,FALSE
Impact of ENSO and NAO on Extreme monthly precipitation of the USA,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305034,FALSE
Predictive model checking of a wildlife occupancy model with a partially-known stopping rule,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306770,FALSE
Prenatal Exposure to PM2.5 Species and DNA Methylation in Newborns: A novel Statistical Framework,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306795,FALSE
Benefits of Monte Carlo Imputation of Non-Detects in Environmental Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306835,FALSE
Trend assessment for daily snow depths with changepoints considerations,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306843,FALSE
Classifying Geographic Regions with Imperfect Labels,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306881,FALSE
Temporal effects comparison across four treatments applied to ponderosa pine for the suppression and prevention of elytroderma needle disease,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307085,FALSE
A daily rainfall model for multiple sites  for use in statistical downscaling,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307206,FALSE
"Uncertainty Quantification for Joint Retrieval of Temperature, Humidity, and Cloud States from Satellite Data",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307335,FALSE
Spatially informed Aggregation of Orbiting Carbon Observatory measured XCO2 for Global Flux Inversion,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307379,FALSE
Bayesian analysis of multifidelity computer models with local features and non-nested experimental designs,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305071,FALSE
Accessing and Exploring NCES Survey and Administrative Data through Self-Guided Online Training Modules,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302930,FALSE
Hot Deck Imputation Cells for the American Housing Survey,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303019,FALSE
Calibration Weighting for Nonreporting Agencies in FBI’s National Incident Based Reporting System,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304107,FALSE
HIGHER ORDER CALIBRATED ESTIMATOR IN TWO STAGE SAMPLING,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304255,FALSE
Nurse Effects on Nonresponse to Survey-Based Biomeasures,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304619,FALSE
Carry Forward Imputation for Unit Non-Response after a Survey Redesign,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304711,FALSE
Effect of Monetary Incentives on Response Rates and Data Quality in a Survey of the U.S. Military,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304714,FALSE
Impact of Spatial Sampling on Survey Development and Analysis,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304861,FALSE
Comparison of Alternative Variance Estimators for Raking in the Presence of Nonresponse,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305209,FALSE
Proper Variance Estimation When Adjusting for Both Unknown Eligibility and Unit Nonresponse,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306428,FALSE
Coverage Error in Administrative Data: An Assessment of the National Incident Based Reporting System,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306469,FALSE
A Smooth Pseudo-population Bootstrap Approach in Survey Sampling with Applications to Quantile Estimators,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306516,FALSE
Doubly Robust Imputation in Complex Surveys Under Informative and Noninformative Sampling with Application to NHANES 2015-16 Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306540,FALSE
Measures for Identifying Highly Associated Categorical Variables in Survey Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304589,FALSE
Oversampling minority populations in a dual-frame telephone survey,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306708,FALSE
Likelihood based estimation of finite population mean with post-stratification information under nonignorable nonresponse,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306841,FALSE
Exploring Hybrid Methods for Estimation with Combined Probability and Nonprobability Samples,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306900,FALSE
PRIOR DISTRIBUTIONS FOR FULLY BAYESIAN MRP: INSERTING INFORMATION USING INFORMATIVE PRIORS ON COMPLEX MODEL STRUCTURES,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307013,FALSE
An Evaluation of Traditional and Machine Learning Imputation Methods for Sampling Frame Construction for the American Voices Project,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307213,FALSE
 Variance Estimation for Nearest Neighbor Imputed Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306974,FALSE
Bayesian leveraging of historical and concurrent data to assess the contribution of a new molecular entity with a delayed effect in a combination survival trial ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301816,FALSE
Design of clinical trials for bivariate endpoints,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303036,FALSE
Bayesian Modeling in Historical Data Borrowing on Controls in Clinical Trials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303080,FALSE
Analysis Methods for Skewed Data Distributions,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304169,FALSE
Identification of potential predictive biomarker candidates through strategic analysis of cytokine profiles across multiple anti-PD-1 clinical trials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304240,FALSE
Precise and Accurate Power of the Rank-Sum Test for a Continuous Variable,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304284,FALSE
Reducing misclassification effect on dynamic treatment regimen (DTR) of sequential multiple assignment randomized trial designs (SMART),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304380,FALSE
Simple Adjustment for Bias due to Unobserved Confounding,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304410,FALSE
Umbrella and Platform Trials: Statistical Considerations on Efficiencies and A Case Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304462,FALSE
Event Prediction with a Maximum Enrollment,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304541,FALSE
Evaluating the “One-Model Fits All” Approach for Modeling Clinical Trial Adverse Events ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304562,FALSE
How many imputations are enough when reporting clinical trials?,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304665,FALSE
Meta-analysis of longitudinal preclinical efficacy screens,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304756,FALSE
The Application of Beta Regression for Modeling a Covariate Adjusted ROC ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304770,FALSE
Examining the Replication Crisis: The Effect of Underpowered Studies and Publication Bias,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304819,FALSE
Comparison of Bayesian Network Meta-Analysis Models for Survival Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304881,FALSE
Advantages of parallel design over crossover design in the study on effects of cannabis on driving in healthy adults,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304952,FALSE
Probability of Undetectable Error in Independent Dual Programming Validation for Analysis Results in Clinical Trials ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305045,FALSE
An extension of Cohen’s Kappa for clustered data and group sequential testing,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305280,FALSE
Flexible Semi-parametric Bayesian Hierarchical Model for Basket Trials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305312,FALSE
Evaluation of imputation approaches for disease diagnosis when risk factors have missing values,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304221,FALSE
Bayesian analysis of longitudinal quality of life measures with informative missing data using a selection model,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304844,FALSE
Marginal Indirect Standardization Using Latent Clustering on Multiple Reference Hospitals,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300629,FALSE
Weighting Estimators for Cox Regression for studying etiological heterogeneity with partially observed multiple markers,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302994,FALSE
Comparison of Sampling Designs for the Selection of a Validation Subset to Address Correlated Covariate and Failure-Time Outcome Error,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304703,FALSE
Contrasting a Longitudinal Factor Model with a Linear Mixed-effects Model to Address Incomplete Data on Repeated Measures in an AIDS Prevention Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304914,FALSE
Multiple Imputation for Censored Covariate using Fully  Conditional Specification Method,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306524,FALSE
Defensive efficacy interim design: Dynamic benefit/risk ratio view using probability of success,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304147,FALSE
In Silico Clinical Trials : a way to improve clinical development?,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304548,FALSE
Single-Arm Two- and Three-stage Phase 2 Clinical Trials with Go/No-Go/Inconclusive Outcomes with Handling of Overrunning/Under-running,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304591,FALSE
Quantitative decision-making for single arm POC studies in early phase oncology,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304650,FALSE
Quantitative decision making in early clinical development – some statistical considerations,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304944,FALSE
Bayesian Interim Prediction of Probability of Clinical Trial Success,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305055,FALSE
Infusing Bayesian strategies for Pharmaceutical Manufacturing and Development,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305095,FALSE
High-dimensional association detection in large scale genomic data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304361,FALSE
A Bayesian Semiparametric Approach to Wild-Type Distribution Estimation: Accounting for Contamination and Measurement Error (BayesACME),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304534,FALSE
From Mutation Signatures to Patient Subgroups: An application of Latent Dirichlet Allocation relating mutational signatures to patient characteristics ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305193,FALSE
Bayesian Hierarchical Latent Variable Model for Time-varying Connectivity Analysis of Local Field Potentials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305278,FALSE
Time to Event Prediction Based on Longitudinal Biomarkers using Bayesian Hierarchical Changepoint Mixture Models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306619,FALSE
Statistical methods for correcting bias in attributable risk estimates,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307012,FALSE
Statistical Consideration in Interim Analysis Timing Optimization for Sample Size Re-estimation,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307392,FALSE
Using the MBISG 2.0 to Estimate Racial/Ethnic/Language Differences in Voluntary Health Plan Disenrollment,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306991,FALSE
Predicting 30-day Hospital Readmissions Using Deep Learning,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307279,FALSE
"Effects of Risk Adjustment for Groups of Variables:  Sicker, Poorer, Readmitted to the Hospital ",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306959,FALSE
Measuring Value-Added Quality in Medicare Advantage Contracts,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306768,FALSE
A comparison of provider profiling approaches with respect to low-volume providers,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306713,FALSE
Implementing Template Matching for Hospital Benchmarking in a Diverse Multi-Hospital System,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306527,FALSE
Hospital-Specific Template Matching for Benchmarking Performance in the Veterans Affairs Health System,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302902,FALSE
Random Rotations for High Dimensional Outlier Detection,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306685,FALSE
Convex Clustering Analysis for Histogram-Valued Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303055,FALSE
Sparse Canonical Correlation Analysis via Iterative Thresholding,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304109,FALSE
Global Point Matching Peak Alignment Algorithms Using Distance and Similarity Measures for Two-Dimensional Mass Spectrometry Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304692,FALSE
High-Dimensional Changepoint Detection via a Geometrically Inspired Mapping,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304253,FALSE
Graph-based change-point detection for data with repeated observations,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304637,FALSE
Inference for Change Points in High Dimensional Data via Self-Normalization,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304493,FALSE
Mixed Bayesian Additive Regression Trees for Random Effects,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305347,FALSE
Divide and Conquer algorithm of Bayesian Density Estimation,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302953,FALSE
A Bayesian Nonparametric Approach to Clustering Data at Multiple Resolutions,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305194,FALSE
Nonparametric Bayesian Functional Clustering for Breast Cancer Disparities,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305285,FALSE
Multivariate Functional Factor Models with Time-varying Clustering,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304794,FALSE
Bayesian subgroup analysis in regression using mixture models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305141,FALSE
Mixtures of multivariate skew normal generalised hyperbolic factor analyzer models in a Bayesian framework,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306427,FALSE
Multiple treatment assessment via propensity scores in heavy censoring multivariate settings: Application to organ transplantation,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303076,FALSE
Hybrid Ridge-Lasso Regression,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305153,FALSE
A Data-Driven multiple testing Procedure,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307177,FALSE
Damped Anderson acceleration with restarts and monotonicity control for accelerating EM and EM-like algorithms,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303061,FALSE
Comparison of Bootstrapping Techniques in Multivariate Time Series,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304242,FALSE
Sampling distribution of pattern statistics in sparse Markov models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304303,FALSE
 A Sequential Boothstrap/Resampling Method,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307360,FALSE
Comparison of Simple and Complex Predictive Models Applied to the National Surveys on Drug Use and Health,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304970,FALSE
Graph-based dependency criterion with applications in biology,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305282,FALSE
Bi-orthogonal Tensor Decomposition for Image Style Matching,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305303,FALSE
Learning Attribute Patterns in High-Dimensional Structured Latent Attribute Models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306424,FALSE
Sparse Generalized Principal Component Analysis: Algorithms and Their Applications,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307015,FALSE
Tensor on Tensor Regression with Various Low-Rank Regression Parameters and Elliptically Contoured Distributed Errors,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307027,FALSE
Application of Personalized Growth Curve in Customer Life Time Value Estimation via Embedding,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305002,FALSE
New Insights into Modeling Exposure Measurements Below the Limit of Detection,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304877,FALSE
Berkson error with outcome model misspecification: Bias when using predicted values in place of observed covariates,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304813,FALSE
A semi-parametric approach to analyzing error-prone failure time outcomes and exposures,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305291,FALSE
Design and analysis of two-phase samples in discrete-time survival analysis with error-prone exposures,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306463,FALSE
Matched cohort studies and missing data in electronic health record data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307164,FALSE
Relative Risk Estimation Using Multiple Imputation with Logistic Regression and Discretization,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305051,FALSE
A Doubly Robust Method to Handle Missing Multilevel Outcome Data with Application to a Cluster-Sampled Population-Based Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304553,FALSE
Detection and Classification of Changes in Protein-DNA Binding Activity With Applications in Diffuse ChIP-seq Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300660,FALSE
Cross-Platform Prediction of Regulatory Activities,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305137,FALSE
A change-point approach to identify hierarchical organization of topologically associated domains in Hi-C data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305139,FALSE
SpectralTAD: defining hierarchy of Topologically Associated Domains using graph theoretical clustering,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306605,FALSE
Exploring Functional data analysis to Identify Differentially Methylated Regions in  Plants,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306689,FALSE
Identifying patterns of multi-genetic/epigenetic factors via non-parametric clustering,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305260,FALSE
Multiple-gene targeting and mismatch tolerance can confound analysis of genome-wide pooled CRISPR screens,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304860,FALSE
Comparing Time Series Graphical Lasso and Sparse VAR Algorithms,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307520,FALSE
Using Factor Analysis in variable selection and clustering of US mass shooting incidents,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307521,FALSE
Model selection for mixture of experts using group fused lasso,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307522,FALSE
Deep Learning and MARS: A Connection,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307523,FALSE
Distance and Kernel Measures of Conditional Independence,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307524,FALSE
Sparse Functional Principal Component Analysis in High Dimensions,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307525,FALSE
Activation Adaptation in Neural Networks,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307526,FALSE
Multiple Imputation versus Machine Learning: Predictive models to facilitate analyses of association between contemporaneous Medicaid/CHIP enrollment status and health measures,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307527,FALSE
A greedy-type variable selection procedure for selecting high-dimensional Cox models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307528,FALSE
Cross-Validation for Correlated Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307529,FALSE
Inference for measurement error model under high dimensional settings,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307530,FALSE
Does t-SNE identify false structure? Implications of clusterability on t-SNE maps.,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307531,FALSE
Visual Diagnostics of a Model Explainer: Tools for the Assessment of LIME Explanations from Random Forests,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307532,FALSE
Quantile Regression Under Memory Constraint,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307533,FALSE
Equilibrium Metrics for Dynamic Supply-Demand Networks,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307534,FALSE
Topological survival analysis for the comparison of random fields,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307722,FALSE
Curve registration to identify circadian rhythm chronotypes in accelerometer data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307535,FALSE
Mallows Model Averaging of Support Vector Machine Classfiers and Regressors,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307536,FALSE
To select or not to select? Variable selection in the estimation of drug use prevalence in Denmark ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307537,FALSE
Efficient Randomized Algorithms for Continuous Space Reinforcement Learning,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307538,FALSE
Comparing Performance of Gene Set Test Methods Using Biologically Relevant Simulated Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307539,FALSE
"A Bottom-up Approach to Testing Hypotheses That Have a Branching Tree Dependence Structure, with False Discovery Rate Control",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307540,FALSE
A Generalized Multi-Response Permutation Procedure to Evaluate Associations of Multivariate Data with Quantitative and Censored-Event Time Variables,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307541,FALSE
